name,position,years_played,All Star Selections,1st Team,2nd Team,3rd Team,All-NBA Teams,MVP Awards,G,PER,TS%,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,TOV,PPG,RPG,APG,SPG,BPG,isHOF
Grant Hill,F-G,19,7,1.0,4.0,0.0,5.0,0.0,1026.0,17.922222222222224,0.542,0.40822222222222226,10.188888888888888,20.616666666666674,1.7944444444444447,1.177777777777778,13.961111111111109,22.90555555555556,99.9,1.7777777777777781,2.361111111111111,6345.0,13126.0,0.4752222222222222,219.0,697.0,0.2796666666666667,4228.0,5498.0,2459.0,16.702729044834307,6.012670565302145,4.144249512670565,1.2163742690058479,0.5614035087719298,1
Jason Kidd,G,19,10,5.0,1.0,0.0,6.0,0.0,1526.0,17.59130434782608,0.5087826086956523,0.24386956521739125,9.799999999999997,38.55652173913043,2.856521739130435,0.6913043478260869,19.456521739130434,18.652173913043477,148.9,3.8565217391304345,3.6347826086956525,6737.0,16879.0,0.39782608695652166,2168.0,6178.0,0.353304347826087,3350.0,4284.0,4411.0,12.445609436435124,6.27391874180865,8.77653997378768,1.9292267365661862,0.32503276539973786,1
Steve Nash,G,18,8,3.0,2.0,2.0,7.0,2.0,1217.0,18.600000000000005,0.5900000000000001,0.25566666666666665,5.288888888888889,39.794444444444444,1.2333333333333334,0.19444444444444445,19.955555555555556,20.26111111111111,130.0,0.3777777777777779,1.7444444444444445,6321.0,12892.0,0.47727777777777775,1685.0,3939.0,0.4169444444444444,3060.0,3384.0,3478.0,14.286770747740345,2.992604765817584,8.492193919474117,0.7387017255546425,0.0838126540673788,1
Charlie Scott,G-F,10,5,0.0,0.0,0.0,0.0,0.0,639.0,14.054545454545456,0.4811818181818182,0.24381818181818182,5.327272727272727,20.69090909090909,1.7633215572422947,0.638295323376123,16.619144669037418,19.4671773745602,29.500000000000004,-1.4048582181870606,0.5017961506685807,4548.0,10260.0,0.43981818181818183,224.15036720029588,647.0448037195541,0.2427239231966811,2003.0,2604.0,1337.6389921099517,17.37245696400626,3.572769953051643,4.810641627543036,1.2485040765555222,0.34106497694420385,1
Carl Braun,G-F,15,5,0.0,2.0,0.0,2.0,0.0,684.0,14.961733764347768,0.4668181818181818,0.32481818181818184,9.94920958694546,13.009962314342772,1.6482685648326216,1.4106242785686767,15.08509855990194,18.906491853360368,52.8,-2.326720200028834,0.5598788286771946,3337.0,8451.0,0.4018181818181818,244.36540392032546,699.6492840915096,0.24879631551634918,2470.0,3022.0,813.3381522015782,13.368421052631579,3.4307564045575165,3.8859649122807016,0.6416192646993902,0.3935275752491292,1
Vlade Divac,C,16,1,0.0,0.0,0.0,0.0,0.0,1134.0,17.20625,0.5379999999999998,0.3970625,15.337500000000004,16.037499999999998,1.9562500000000003,2.9874999999999994,17.38125,19.106250000000003,96.3,2.8249999999999997,2.8249999999999997,5205.0,10510.0,0.49025,100.0,426.0,0.22373726971977184,2888.0,4176.0,2470.0,11.814814814814815,8.223985890652557,3.122574955908289,1.1358024691358024,1.4382716049382716,1
Bobby Jones,F,12,5,0.0,0.0,0.0,0.0,0.0,912.0,13.882352941176471,0.5601176470588234,0.37323529411764705,10.147058823529415,10.364705882352942,2.447058823529412,1.6588235294117644,16.08735873881776,16.923911285491783,75.3,0.7705882352941181,1.8647058823529412,3575.0,6572.0,0.49705882352941183,103.64511016008876,321.8134411158662,0.14518736835678805,2190.0,2817.0,1364.9398320183252,10.281798245614034,4.930921052631579,2.1491228070175437,1.1962719298245614,1.0844298245614035,1
Sidney Moncrief,G,12,5,1.0,4.0,0.0,5.0,0.0,767.0,17.745454545454546,0.5883636363636363,0.5182727272727272,8.372727272727273,16.672727272727276,1.8818181818181818,0.5727272727272728,13.927272727272726,19.790909090909093,90.40000000000002,3.072727272727273,3.0818181818181816,4117.0,8198.0,0.4983636363636363,110.0,387.0,0.21390909090909088,3587.0,4319.0,1551.0,15.555410691003912,4.661016949152542,3.6414602346805736,1.2046936114732725,0.29726205997392435,1
Jack Sikma,C-F,14,7,0.0,0.0,0.0,0.0,0.0,1107.0,17.128571428571426,0.5383571428571429,0.3627142857142858,16.071428571428573,13.585714285714285,1.5285714285714285,1.6285714285714288,13.97857142857143,20.521428571428572,112.4,2.392857142857143,3.0142857142857147,6396.0,13792.0,0.46142857142857147,247.43007344005918,745.2089607439109,0.1520423307880499,4292.0,5053.0,2586.0,15.616079494128275,9.770551038843722,3.1508581752484193,1.0496838301716351,0.9467028003613369,1
Paul Westphal,G,12,5,3.0,1.0,0.0,4.0,0.0,823.0,17.908333333333335,0.54225,0.3227499999999999,4.099999999999999,25.399999999999995,2.1290223804027186,0.7842186898807232,15.018791066625804,22.502704938900155,67.5,0.17277331666426396,1.5299899023897663,5079.0,10084.0,0.48524999999999996,210.5052570402071,645.2313626036878,0.25604785071787034,2596.0,3166.0,1486.6991600916263,15.563791008505468,1.919805589307412,4.3633049817739975,1.2902758839118946,0.3480805104904899,1
